timestamp, accx, accy, accz, gyrox, gyroy, gyroz, laccx, laccy, laccz, gravx, gravy, gravz, magfieldx, magfieldy, magfieldz, anglex, angley, anglez, rot0, rot1, rot2, rot3, rot4, rot5, rot6, rot7, rot8, speedgps, latgps, longps, altgps, accgps
153688625,0.038307227,0.22026655,10.448297,0.0031958907,0.014914157,0.0,0.009267006,-0.0058139414,0.6442957,0.029040221,0.22608049,9.804001,8.4375,56.9375,-83.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688627,0.038307227,0.22026655,10.448297,0.0031958907,0.014914157,0.0,0.009267006,-0.0058139414,0.6442957,0.029040221,0.22608049,9.804001,8.5,56.9375,-83.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688630,0.038307227,0.22026655,10.448297,0.0031958907,0.005326485,0.0,0.009267006,-0.0058139414,0.6442957,0.029040221,0.22608049,9.804001,8.5,56.9375,-83.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688635,0.076614454,0.20111294,10.43872,0.0031958907,0.005326485,0.0,0.009267006,-0.0058139414,0.6442957,0.029040221,0.22608049,9.804001,8.5,56.9375,-83.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688635,0.076614454,0.20111294,10.43872,0.0031958907,0.005326485,0.0,0.009267006,-0.0058139414,0.6442957,0.028347513,0.22638151,9.803996,8.5,56.9375,-83.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688635,0.076614454,0.20111294,10.43872,0.0031958907,0.005326485,0.0,0.04826694,-0.02526857,0.63472366,0.028347513,0.22638151,9.803996,8.5,56.9375,-83.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688635,0.076614454,0.20111294,10.43872,-0.0031958907,-0.0063917814,0.0,0.04826694,-0.02526857,0.63472366,0.028347513,0.22638151,9.803996,8.5,56.9375,-83.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688640,0.076614454,0.20111294,10.43872,-0.0031958907,-0.0085223755,0.0031958907,0.04826694,-0.02526857,0.63472366,0.028347513,0.22638151,9.803996,8.5,56.9375,-83.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688645,0.038307227,0.17238252,10.5919485,-0.0031958907,-0.0085223755,0.0031958907,0.04826694,-0.02526857,0.63472366,0.028347513,0.22638151,9.803996,8.5,56.9375,-83.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688645,0.038307227,0.17238252,10.5919485,-0.0031958907,-0.0085223755,0.0031958907,0.04826694,-0.02526857,0.63472366,0.029130017,0.22575155,9.8040085,8.5,56.9375,-83.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688645,0.038307227,0.17238252,10.5919485,-0.0031958907,-0.0085223755,0.0031958907,0.00917721,-0.05336903,0.78794,0.029130017,0.22575155,9.8040085,8.5,56.9375,-83.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688645,0.038307227,0.17238252,10.5919485,0.0,-0.005326485,-0.0010652969,0.00917721,-0.05336903,0.78794,0.029130017,0.22575155,9.8040085,8.5,56.9375,-83.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688647,0.038307227,0.17238252,10.5919485,0.0,-0.005326485,-0.0010652969,0.00917721,-0.05336903,0.78794,0.029130017,0.22575155,9.8040085,8.375,57.125,-83.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688653,0.038307227,0.17238252,10.5919485,0.0010652969,0.0042611877,0.0010652969,0.00917721,-0.05336903,0.78794,0.029130017,0.22575155,9.8040085,8.375,57.125,-83.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688656,0.038307227,0.19153613,10.563218,0.0010652969,0.0042611877,0.0010652969,0.00917721,-0.05336903,0.78794,0.029130017,0.22575155,9.8040085,8.375,57.125,-83.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688656,0.038307227,0.19153613,10.563218,0.0010652969,0.0042611877,0.0010652969,0.00917721,-0.05336903,0.78794,0.029038098,0.22582021,9.804007,8.375,57.125,-83.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
